,label,message
4543,spam,freemsg hi baby wow just got a new cam moby wanna c a hot pic or fancy a chat im rply chat to hlp
4544,ham,i ve been trying to reach him without success
4545,ham,when you and derek done with class
4546,ham,never y lei i v lazy got wat dat day send me da url cant work one
4547,ham,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl
4548,ham,hey mate spoke to the mag people we re on the is deliver by the end of the month deliver on the sept talk later
4549,ham,hope you are having a good week just checking in
4550,ham,haha my friend tyler literally just asked if you could get him a dubsack
4551,ham,hey do u fancy meetin me at at cha hav a lil beverage on me if not txt or ring me and we can meet up quite tired got in at v pist love pete x x x
4552,ham,great have a safe trip dont panic surrender all
4553,ham,symptoms when u are in love u like listening songs u get stopped where u see the name of your beloved u won t get angry when your
4554,ham,sun ah thk mayb can if dun have anythin on thk have to book e lesson e pilates is at orchard mrt u noe hor
4555,ham,try to do something dear you read something for exams
4556,ham,wonders in my world you ur style ur smile ur personality ur nature ur sms and ur lovely friendship good morning dear
4557,ham,gettin rdy to ship comp
4558,ham,i am in hospital da i will return home in evening
4559,ham,piss is talking is someone that realise u that point this at is it now read it backwards
4560,ham,think da you wil do
4561,ham,i m awake oh what s up
4562,ham,good afternoon my boytoy how goes that walking here and there day did you get that police abstract are you still out and about i wake and miss you babe
4563,ham,how much u trying to get
4564,ham,come around lt decimal gt pm vikky i m otside nw il come by tht time
4565,ham,tell me again what your address is
4566,ham,honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn
4567,ham,should i buy him a blackberry bold or torch should i buy him new or used let me know plus are you saying i should buy the lt gt g wifi ipad and what are you saying about the about the lt gt g
4568,ham,but you were together so you should be thinkin about him
4569,ham,hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me
4570,ham,at what time should i come tomorrow
4571,spam,wanna have a laugh try chit chat on your mobile now logon by txting the word chat and send it to no cm po box london msg rcvd
4572,ham,cha quiteamuzing that scool babe probpop in cu satthen hunny love jen xxx psxtra lrg portions me please
4573,ham,omg how did u know what i ate
4574,spam,urgent this is the attempt to contact u u have won max
4575,ham,but your not here
4576,ham,not directly behind abt rows behind
4577,spam,congratulations ur awarded of cd vouchers or guaranteed free entry wkly draw txt music to
4578,spam,had your contract mobile mnths latest motorola nokia etc all free double mins text on orange tariffs text yes for callback no to remove from records
4579,spam,urgent call from your landline your complimentary ibiza holiday or cash await collection sae t cs po box ppm
4580,ham,no plans yet what are you doing
4581,ham,hi my engagement has been fixd on lt gt th of next month i know its really shocking bt hmm njan vilikkam t ws al of a sudn
4582,ham,not course only maths one day one chapter with in one month we can finish
4583,ham,wow didn t think it was that common i take it all back ur not a freak unless u chop it off
4584,spam,for ur chance to win a wkly shopping spree txt shop to t s c s www txt shop com custcare wk
4585,ham,noooooooo please last thing i need is stress for once in your life be fair
4586,spam,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on stopsms
4587,spam,mila blonde new in uk i look sex with uk guys if u like fun with me text mtalk to txt increments
4588,ham,i ll see if i can swing by in a bit got some things to take care of here firsg
4589,ham,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person i ll make a trip to ptbo for that i hope everything is good with you babe and i love ya
4590,ham,have you not finished work yet or something
4591,ham,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow
4592,spam,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to now opt out txt eng stop
4593,ham,right it wasnt you who phoned it was someone with a number like yours
4594,ham,it s ok i wun b angry msg u aft i come home tonight
4595,ham,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon
4596,ham,yo sorry was in the shower sup
4597,ham,carlos is down but i have to pick it up from him so i ll swing by usf in a little bit
4598,ham,full heat pa i have applyed oil pa
4599,ham,i m stuck in da middle of da row on da right hand side of da lt
4600,ham,have you laid your airtel line to rest
4601,ham,hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing
4602,spam,freemsg txt call to no claim your reward of hours talk time to use from your phone now mnth inc stop txtstop
4603,ham,hey j r u feeling any better hopeso hunny i amnow feelin ill ithink i may have tonsolitusaswell damn iam layin in bedreal bored lotsof luv me xxxx
4604,ham,and i don t plan on staying the night but i prolly won t be back til late
4605,ham,thanx puttin da fone down on me
4606,ham,i need an but i m off campus atm could i pick up in an hour or two
4607,ham,oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up
4608,ham,been running but only managed minutes and then needed oxygen might have to resort to the roller option
4609,ham,we live in the next lt gt mins
4610,ham,y de asking like this
